case:concept:name,concept:name,time:timestamp,group
A_0009,ID Verification,2024-01-28 18:42:00,A
A_0009,Security Setup,2024-01-28 19:01:00,A
A_0009,Dropoff,2024-01-28 19:17:00,A
A_0010,App Download,2024-01-22 00:00:00,A
A_0010,Account Registration,2024-01-22 00:11:00,A
A_0010,Phone Verification,2024-01-22 00:24:00,A
A_0010,Email Verification,2024-01-22 00:27:00,A
A_0010,ID Upload,2024-01-22 00:34:00,A
A_0010,ID Verification,2024-01-22 20:34:00,A
A_0010,Security Setup,2024-01-22 20:54:00,A
A_0010,Tutorial Start,2024-01-22 21:09:00,A
A_0010,Tutorial Complete,2024-01-22 21:31:00,A
A_0010,First Transaction,2024-01-22 21:42:00,A
A_0011,App Download,2024-01-27 00:00:00,A
A_0011,Account Registration,2024-01-27 00:16:00,A
A_0011,Phone Verification,2024-01-27 00:25:00,A
A_0011,Email Verification,2024-01-27 00:31:00,A
A_0011,ID Upload,2024-01-27 00:34:00,A
A_0011,Dropoff,2024-01-27 23:44:00,A
A_0012,App Download,2024-01-18 00:00:00,A
A_0012,Account Registration,2024-01-18 00:19:00,A
A_0012,Phone Verification,2024-01-18 00:22:00,A
A_0012,Email Verification,2024-01-18 00:24:00,A
A_0012,ID Upload,2024-01-18 00:31:00,A
A_0012,ID Verification,2024-01-18 06:31:00,A
A_0012,Security Setup,2024-01-18 06:45:00,A
A_0012,Tutorial Start,2024-01-18 07:03:00,A
A_0012,Tutorial Complete,2024-01-18 07:43:00,A
A_0012,First Transaction,2024-01-18 07:49:00,A
A_0013,App Download,2024-01-28 00:00:00,A
A_0013,Account Registration,2024-01-28 00:14:00,A
A_0013,Dropoff,2024-01-28 00:28:00,A
A_0014,App Download,2024-01-09 00:00:00,A
A_0014,Account Registration,2024-01-09 00:29:00,A
A_0014,Phone Verification,2024-01-09 00:43:00,A
A_0014,Email Verification,2024-01-09 00:51:00,A
A_0014,ID Upload,2024-01-09 00:59:00,A
A_0014,Dropoff,2024-01-09 07:06:00,A
A_0015,App Download,2024-01-27 00:00:00,A
A_0015,Account Registration,2024-01-27 00:07:00,A
A_0015,Phone Verification,2024-01-27 00:12:00,A
A_0015,Dropoff,2024-01-27 00:30:00,A
A_0016,App Download,2024-01-10 00:00:00,A
A_0016,Account Registration,2024-01-10 00:21:00,A
A_0016,Phone Verification,2024-01-10 00:25:00,A
A_0016,Email Verification,2024-01-10 00:27:00,A
A_0016,ID Upload,2024-01-10 00:29:00,A
A_0016,ID Verification,2024-01-10 07:29:00,A
A_0016,Security Setup,2024-01-10 07:46:00,A
A_0016,Tutorial Start,2024-01-10 07:56:00,A
A_0016,Tutorial Complete,2024-01-10 08:25:00,A
A_0016,First Transaction,2024-01-10 08:36:00,A
A_0017,App Download,2024-01-12 00:00:00,A
A_0017,Account Registration,2024-01-12 00:25:00,A
A_0017,Phone Verification,2024-01-12 00:34:00,A
A_0017,Email Verification,2024-01-12 00:39:00,A
A_0017,ID Upload,2024-01-12 00:45:00,A
A_0017,ID Verification,2024-01-12 22:45:00,A
A_0017,Security Setup,2024-01-12 23:01:00,A
A_0017,Tutorial Start,2024-01-12 23:23:00,A
A_0017,Tutorial Complete,2024-01-12 23:41:00,A
A_0017,First Transaction,2024-01-12 23:50:00,A
A_0018,App Download,2024-01-29 00:00:00,A
A_0018,Account Registration,2024-01-29 00:10:00,A
A_0018,Phone Verification,2024-01-29 00:15:00,A
A_0018,Email Verification,2024-01-29 00:17:00,A
A_0018,ID Upload,2024-01-29 00:21:00,A
A_0018,ID Verification,2024-01-29 23:21:00,A
A_0018,Security Setup,2024-01-29 23:32:00,A
A_0018,Dropoff,2024-01-30 00:01:00,A
A_0019,App Download,2024-01-22 00:00:00,A
A_0019,Account Registration,2024-01-22 00:28:00,A
A_0019,Phone Verification,2024-01-22 00:40:00,A
A_0019,Email Verification,2024-01-22 00:42:00,A
A_0019,ID Upload,2024-01-22 00:48:00,A
A_0019,ID Verification,2024-01-22 13:48:00,A
A_0019,Security Setup,2024-01-22 14:06:00,A
A_0019,Tutorial Start,2024-01-22 14:21:00,A
A_0019,Tutorial Complete,2024-01-22 14:38:00,A
A_0019,First Transaction,2024-01-22 14:46:00,A
A_0020,App Download,2024-01-11 00:00:00,A
A_0020,Account Registration,2024-01-11 00:19:00,A
A_0020,Phone Verification,2024-01-11 00:29:00,A
A_0020,Email Verification,2024-01-11 00:31:00,A
A_0020,ID Upload,2024-01-11 00:36:00,A
A_0020,ID Verification,2024-01-11 07:36:00,A
A_0020,Security Setup,2024-01-11 07:49:00,A
A_0020,Dropoff,2024-01-11 08:06:00,A
A_0021,App Download,2024-01-19 00:00:00,A
A_0021,Account Registration,2024-01-19 00:07:00,A
A_0021,Phone Verification,2024-01-19 00:15:00,A
A_0021,Email Verification,2024-01-19 00:25:00,A
A_0021,ID Upload,2024-01-19 00:32:00,A
A_0021,ID Verification,2024-01-19 04:32:00,A
A_0021,Security Setup,2024-01-19 04:52:00,A
A_0021,Tutorial Start,2024-01-19 05:04:00,A
A_0021,Tutorial Complete,2024-01-19 05:37:00,A
A_0021,First Transaction,2024-01-19 05:47:00,A
A_0022,App Download,2024-01-14 00:00:00,A
A_0022,Account Registration,2024-01-14 00:13:00,A
A_0022,Phone Verification,2024-01-14 00:19:00,A
A_0022,Email Verification,2024-01-14 00:23:00,A
A_0022,ID Upload,2024-01-14 00:28:00,A
A_0022,ID Verification,2024-01-14 08:28:00,A
A_0022,Security Setup,2024-01-14 08:47:00,A
A_0022,Tutorial Start,2024-01-14 09:01:00,A
A_0022,Tutorial Complete,2024-01-14 09:32:00,A
A_0022,Dropoff,2024-01-14 09:57:00,A
A_0023,App Download,2024-01-18 00:00:00,A
A_0023,Account Registration,2024-01-18 00:06:00,A
A_0023,Phone Verification,2024-01-18 00:19:00,A
A_0023,Email Verification,2024-01-18 00:23:00,A
A_0023,ID Upload,2024-01-18 00:30:00,A
A_0023,Dropoff,2024-01-18 16:37:00,A
A_0024,App Download,2024-01-11 00:00:00,A
A_0024,Account Registration,2024-01-11 00:29:00,A
A_0024,Phone Verification,2024-01-11 00:33:00,A
A_0024,Email Verification,2024-01-11 00:38:00,A
A_0024,ID Upload,2024-01-11 00:41:00,A
A_0024,ID Verification,2024-01-11 03:41:00,A
A_0024,Security Setup,2024-01-11 04:01:00,A
A_0024,Tutorial Start,2024-01-11 04:26:00,A
A_0024,Dropoff,2024-01-11 04:48:00,A
A_0025,App Download,2024-01-04 00:00:00,A
A_0025,Account Registration,2024-01-04 00:14:00,A
A_0025,Dropoff,2024-01-04 00:29:00,A
A_0026,App Download,2024-01-05 00:00:00,A
A_0026,Account Registration,2024-01-05 00:28:00,A
A_0026,Phone Verification,2024-01-05 00:36:00,A
A_0026,Email Verification,2024-01-05 00:41:00,A
A_0026,ID Upload,2024-01-05 00:44:00,A
A_0026,ID Verification,2024-01-05 10:44:00,A
A_0026,Security Setup,2024-01-05 11:01:00,A
A_0026,Tutorial Start,2024-01-05 11:11:00,A
A_0026,Tutorial Complete,2024-01-05 11:29:00,A
A_0026,First Transaction,2024-01-05 11:38:00,A
A_0027,App Download,2024-01-27 00:00:00,A
A_0027,Account Registration,2024-01-27 00:14:00,A
A_0027,Phone Verification,2024-01-27 00:19:00,A
A_0027,Email Verification,2024-01-27 00:24:00,A
A_0027,ID Upload,2024-01-27 00:29:00,A
A_0027,ID Verification,2024-01-27 18:29:00,A
A_0027,Security Setup,2024-01-27 18:39:00,A
A_0027,Tutorial Start,2024-01-27 19:00:00,A
A_0027,Tutorial Complete,2024-01-27 19:34:00,A
A_0027,Dropoff,2024-01-27 19:49:00,A
A_0028,App Download,2024-01-01 00:00:00,A
A_0028,Account Registration,2024-01-01 00:26:00,A
A_0028,Phone Verification,2024-01-01 00:31:00,A
A_0028,Email Verification,2024-01-01 00:37:00,A
A_0028,ID Upload,2024-01-01 00:42:00,A
A_0028,Dropoff,2024-01-01 21:50:00,A
A_0029,App Download,2024-01-20 00:00:00,A
A_0029,Account Registration,2024-01-20 00:23:00,A
A_0029,Dropoff,2024-01-20 00:45:00,A
A_0030,App Download,2024-01-23 00:00:00,A
A_0030,Account Registration,2024-01-23 00:10:00,A
A_0030,Phone Verification,2024-01-23 00:18:00,A
A_0030,Email Verification,2024-01-23 00:26:00,A
A_0030,ID Upload,2024-01-23 00:30:00,A
A_0030,ID Verification,2024-01-23 04:30:00,A
A_0030,Security Setup,2024-01-23 04:51:00,A
A_0030,Dropoff,2024-01-23 05:08:00,A
A_0031,App Download,2024-01-26 00:00:00,A
A_0031,Account Registration,2024-01-26 00:14:00,A
A_0031,Phone Verification,2024-01-26 00:26:00,A
A_0031,Email Verification,2024-01-26 00:35:00,A
A_0031,ID Upload,2024-01-26 00:40:00,A
A_0031,ID Verification,2024-01-27 00:40:00,A
A_0031,Security Setup,2024-01-27 00:56:00,A
A_0031,Tutorial Start,2024-01-27 01:19:00,A
A_0031,Tutorial Complete,2024-01-27 01:35:00,A
A_0031,First Transaction,2024-01-27 01:41:00,A
A_0032,App Download,2024-01-10 00:00:00,A
A_0032,Account Registration,2024-01-10 00:20:00,A
A_0032,Phone Verification,2024-01-10 00:28:00,A
A_0032,Email Verification,2024-01-10 00:35:00,A
A_0032,ID Upload,2024-01-10 00:38:00,A
A_0032,ID Verification,2024-01-10 03:38:00,A
A_0032,Security Setup,2024-01-10 03:52:00,A
A_0032,Dropoff,2024-01-10 04:18:00,A
A_0033,App Download,2024-01-24 00:00:00,A
A_0033,Account Registration,2024-01-24 00:14:00,A
A_0033,Phone Verification,2024-01-24 00:19:00,A
A_0033,Dropoff,2024-01-24 00:30:00,A
A_0034,App Download,2024-01-08 00:00:00,A
A_0034,Account Registration,2024-01-08 00:25:00,A
A_0034,Phone Verification,2024-01-08 00:39:00,A
A_0034,Email Verification,2024-01-08 00:44:00,A
A_0034,ID Upload,2024-01-08 00:46:00,A
A_0034,ID Verification,2024-01-08 11:46:00,A
A_0034,Security Setup,2024-01-08 11:59:00,A
A_0034,Dropoff,2024-01-08 12:24:00,A
A_0035,App Download,2024-01-14 00:00:00,A
A_0035,Account Registration,2024-01-14 00:17:00,A
A_0035,Phone Verification,2024-01-14 00:31:00,A
A_0035,Email Verification,2024-01-14 00:40:00,A
A_0035,ID Upload,2024-01-14 00:44:00,A
A_0035,ID Verification,2024-01-14 15:44:00,A
A_0035,Security Setup,2024-01-14 15:55:00,A
A_0035,Tutorial Start,2024-01-14 16:20:00,A
A_0035,Dropoff,2024-01-14 17:04:00,A
A_0036,App Download,2024-01-11 00:00:00,A
A_0036,Account Registration,2024-01-11 00:07:00,A
A_0036,Phone Verification,2024-01-11 00:22:00,A
A_0036,Email Verification,2024-01-11 00:29:00,A
A_0036,ID Upload,2024-01-11 00:34:00,A
A_0036,ID Verification,2024-01-11 06:34:00,A
A_0036,Security Setup,2024-01-11 06:45:00,A
A_0036,Tutorial Start,2024-01-11 07:01:00,A
A_0036,Tutorial Complete,2024-01-11 07:26:00,A
A_0036,First Transaction,2024-01-11 07:39:00,A
A_0037,App Download,2024-01-06 00:00:00,A
A_0037,Account Registration,2024-01-06 00:17:00,A
A_0037,Phone Verification,2024-01-06 00:24:00,A
A_0037,Email Verification,2024-01-06 00:32:00,A
A_0037,ID Upload,2024-01-06 00:39:00,A
A_0037,ID Verification,2024-01-06 11:39:00,A
A_0037,Security Setup,2024-01-06 12:05:00,A
A_0037,Dropoff,2024-01-06 12:34:00,A
A_0038,App Download,2024-01-28 00:00:00,A
A_0038,Account Registration,2024-01-28 00:11:00,A
A_0038,Phone Verification,2024-01-28 00:21:00,A
A_0038,Email Verification,2024-01-28 00:27:00,A
A_0038,ID Upload,2024-01-28 00:33:00,A
A_0038,ID Verification,2024-01-28 17:33:00,A
A_0038,Security Setup,2024-01-28 17:43:00,A
A_0038,Tutorial Start,2024-01-28 17:53:00,A
A_0038,Tutorial Complete,2024-01-28 18:30:00,A
A_0038,First Transaction,2024-01-28 18:36:00,A
A_0039,App Download,2024-01-27 00:00:00,A
A_0039,Account Registration,2024-01-27 00:20:00,A
A_0039,Phone Verification,2024-01-27 00:31:00,A
A_0039,Email Verification,2024-01-27 00:37:00,A
A_0039,ID Upload,2024-01-27 00:39:00,A
A_0039,ID Verification,2024-01-27 06:39:00,A
A_0039,Security Setup,2024-01-27 06:57:00,A
A_0039,Tutorial Start,2024-01-27 07:15:00,A
A_0039,Dropoff,2024-01-27 07:47:00,A
A_0040,App Download,2024-01-20 00:00:00,A
A_0040,Account Registration,2024-01-20 00:11:00,A
A_0040,Phone Verification,2024-01-20 00:20:00,A
A_0040,Email Verification,2024-01-20 00:22:00,A
A_0040,ID Upload,2024-01-20 00:28:00,A
A_0040,ID Verification,2024-01-20 14:28:00,A
A_0040,Security Setup,2024-01-20 14:52:00,A
A_0040,Tutorial Start,2024-01-20 15:05:00,A
A_0040,Tutorial Complete,2024-01-20 15:36:00,A
A_0040,First Transaction,2024-01-20 15:42:00,A
A_0041,App Download,2024-01-24 00:00:00,A
A_0041,Account Registration,2024-01-24 00:20:00,A
A_0041,Phone Verification,2024-01-24 00:34:00,A
A_0041,Email Verification,2024-01-24 00:39:00,A
A_0041,ID Upload,2024-01-24 00:44:00,A
A_0041,ID Verification,2024-01-24 16:44:00,A
A_0041,Security Setup,2024-01-24 17:07:00,A
A_0041,Dropoff,2024-01-24 17:36:00,A
A_0042,App Download,2024-01-12 00:00:00,A
A_0042,Account Registration,2024-01-12 00:27:00,A
A_0042,Phone Verification,2024-01-12 00:32:00,A
A_0042,Email Verification,2024-01-12 00:37:00,A
A_0042,ID Upload,2024-01-12 00:40:00,A
A_0042,ID Verification,2024-01-12 22:40:00,A
A_0042,Security Setup,2024-01-12 22:53:00,A
A_0042,Tutorial Start,2024-01-12 23:06:00,A
A_0042,Tutorial Complete,2024-01-12 23:36:00,A
A_0042,First Transaction,2024-01-12 23:45:00,A
A_0043,App Download,2024-01-07 00:00:00,A
A_0043,Account Registration,2024-01-07 00:30:00,A
A_0043,Phone Verification,2024-01-07 00:38:00,A
A_0043,Email Verification,2024-01-07 00:45:00,A
A_0043,ID Upload,2024-01-07 00:50:00,A
A_0043,ID Verification,2024-01-07 21:50:00,A
A_0043,Security Setup,2024-01-07 22:00:00,A
A_0043,Tutorial Start,2024-01-07 22:24:00,A
A_0043,Tutorial Complete,2024-01-07 23:02:00,A
A_0043,First Transaction,2024-01-07 23:14:00,A
A_0044,App Download,2024-01-27 00:00:00,A
A_0044,Account Registration,2024-01-27 00:14:00,A
A_0044,Phone Verification,2024-01-27 00:27:00,A
A_0044,Dropoff,2024-01-27 00:35:00,A
A_0045,App Download,2024-01-01 00:00:00,A
A_0045,Account Registration,2024-01-01 00:07:00,A
A_0045,Phone Verification,2024-01-01 00:17:00,A
A_0045,Email Verification,2024-01-01 00:23:00,A
A_0045,ID Upload,2024-01-01 00:28:00,A
A_0045,Dropoff,2024-01-01 07:38:00,A
A_0046,App Download,2024-01-06 00:00:00,A
A_0046,Account Registration,2024-01-06 00:08:00,A
A_0046,Phone Verification,2024-01-06 00:21:00,A
A_0046,Email Verification,2024-01-06 00:31:00,A
A_0046,ID Upload,2024-01-06 00:36:00,A
A_0046,ID Verification,2024-01-07 00:36:00,A
A_0046,Security Setup,2024-01-07 00:47:00,A
A_0046,Tutorial Start,2024-01-07 01:08:00,A
A_0046,Tutorial Complete,2024-01-07 01:48:00,A
A_0046,First Transaction,2024-01-07 02:03:00,A
A_0047,App Download,2024-01-28 00:00:00,A
A_0047,Account Registration,2024-01-28 00:08:00,A
A_0047,Phone Verification,2024-01-28 00:18:00,A
A_0047,Email Verification,2024-01-28 00:28:00,A
A_0047,ID Upload,2024-01-28 00:32:00,A
A_0047,Dropoff,2024-01-28 06:39:00,A
A_0048,App Download,2024-01-10 00:00:00,A
A_0048,Account Registration,2024-01-10 00:09:00,A
A_0048,Phone Verification,2024-01-10 00:24:00,A
A_0048,Email Verification,2024-01-10 00:30:00,A
A_0048,ID Upload,2024-01-10 00:34:00,A
A_0048,ID Verification,2024-01-10 06:34:00,A
A_0048,Security Setup,2024-01-10 06:48:00,A
A_0048,Tutorial Start,2024-01-10 07:02:00,A
A_0048,Tutorial Complete,2024-01-10 07:21:00,A
A_0048,First Transaction,2024-01-10 07:27:00,A
A_0049,App Download,2024-01-10 00:00:00,A
A_0049,Account Registration,2024-01-10 00:23:00,A
A_0049,Phone Verification,2024-01-10 00:32:00,A
A_0049,Email Verification,2024-01-10 00:36:00,A
A_0049,ID Upload,2024-01-10 00:39:00,A
A_0049,ID Verification,2024-01-11 00:39:00,A
A_0049,Security Setup,2024-01-11 00:52:00,A
A_0049,Tutorial Start,2024-01-11 01:10:00,A
A_0049,Tutorial Complete,2024-01-11 01:38:00,A
A_0049,First Transaction,2024-01-11 01:49:00,A
A_0050,App Download,2024-01-08 00:00:00,A
A_0050,Account Registration,2024-01-08 00:19:00,A
A_0050,Phone Verification,2024-01-08 00:24:00,A
A_0050,Email Verification,2024-01-08 00:26:00,A
A_0050,ID Upload,2024-01-08 00:29:00,A
A_0050,ID Verification,2024-01-08 05:29:00,A
A_0050,Security Setup,2024-01-08 05:49:00,A
A_0050,Dropoff,2024-01-08 06:21:00,A
A_0051,App Download,2024-01-07 00:00:00,A
A_0051,Account Registration,2024-01-07 00:30:00,A
A_0051,Phone Verification,2024-01-07 00:35:00,A
A_0051,Email Verification,2024-01-07 00:37:00,A
A_0051,ID Upload,2024-01-07 00:41:00,A
A_0051,ID Verification,2024-01-07 03:41:00,A
A_0051,Security Setup,2024-01-07 04:09:00,A
A_0051,Dropoff,2024-01-07 04:33:00,A
A_0052,App Download,2024-01-22 00:00:00,A
A_0052,Account Registration,2024-01-22 00:28:00,A
A_0052,Dropoff,2024-01-22 00:52:00,A
A_0053,App Download,2024-01-17 00:00:00,A
A_0053,Account Registration,2024-01-17 00:13:00,A
A_0053,Phone Verification,2024-01-17 00:20:00,A
A_0053,Email Verification,2024-01-17 00:24:00,A
A_0053,ID Upload,2024-01-17 00:28:00,A
A_0053,Dropoff,2024-01-17 20:30:00,A
A_0054,App Download,2024-01-04 00:00:00,A
A_0054,Account Registration,2024-01-04 00:28:00,A
A_0054,Phone Verification,2024-01-04 00:31:00,A
A_0054,Email Verification,2024-01-04 00:35:00,A
A_0054,ID Upload,2024-01-04 00:41:00,A
A_0054,ID Verification,2024-01-04 14:41:00,A
A_0054,Security Setup,2024-01-04 14:52:00,A
A_0054,Tutorial Start,2024-01-04 15:11:00,A
A_0054,Tutorial Complete,2024-01-04 15:51:00,A
A_0054,Dropoff,2024-01-04 16:01:00,A
A_0055,App Download,2024-01-27 00:00:00,A
A_0055,Account Registration,2024-01-27 00:16:00,A
A_0055,Phone Verification,2024-01-27 00:20:00,A
A_0055,Email Verification,2024-01-27 00:29:00,A
A_0055,ID Upload,2024-01-27 00:35:00,A
A_0055,ID Verification,2024-01-27 14:35:00,A
A_0055,Security Setup,2024-01-27 14:50:00,A
A_0055,Tutorial Start,2024-01-27 15:13:00,A
A_0055,Tutorial Complete,2024-01-27 15:44:00,A
A_0055,First Transaction,2024-01-27 15:52:00,A
A_0056,App Download,2024-01-09 00:00:00,A
A_0056,Account Registration,2024-01-09 00:26:00,A
A_0056,Phone Verification,2024-01-09 00:41:00,A
A_0056,Email Verification,2024-01-09 00:45:00,A
A_0056,ID Upload,2024-01-09 00:50:00,A
A_0056,Dropoff,2024-01-09 03:54:00,A
A_0057,App Download,2024-01-03 00:00:00,A
A_0057,Account Registration,2024-01-03 00:30:00,A
A_0057,Phone Verification,2024-01-03 00:43:00,A
A_0057,Email Verification,2024-01-03 00:52:00,A
A_0057,ID Upload,2024-01-03 00:55:00,A
A_0057,ID Verification,2024-01-03 06:55:00,A
A_0057,Security Setup,2024-01-03 07:13:00,A
A_0057,Dropoff,2024-01-03 07:43:00,A
A_0058,App Download,2024-01-07 00:00:00,A
A_0058,Account Registration,2024-01-07 00:28:00,A
A_0058,Phone Verification,2024-01-07 00:37:00,A
A_0058,Email Verification,2024-01-07 00:43:00,A
A_0058,ID Upload,2024-01-07 00:50:00,A
A_0058,ID Verification,2024-01-07 14:50:00,A
A_0058,Security Setup,2024-01-07 15:15:00,A
A_0058,Dropoff,2024-01-07 15:45:00,A
A_0059,App Download,2024-01-22 00:00:00,A
A_0059,Account Registration,2024-01-22 00:21:00,A
A_0059,Dropoff,2024-01-22 00:40:00,A
A_0060,App Download,2024-01-25 00:00:00,A
A_0060,Account Registration,2024-01-25 00:21:00,A
A_0060,Phone Verification,2024-01-25 00:24:00,A
A_0060,Email Verification,2024-01-25 00:27:00,A
A_0060,ID Upload,2024-01-25 00:29:00,A
A_0060,ID Verification,2024-01-25 22:29:00,A
A_0060,Security Setup,2024-01-25 22:57:00,A
A_0060,Dropoff,2024-01-25 23:20:00,A
A_0061,App Download,2024-01-08 00:00:00,A
A_0061,Account Registration,2024-01-08 00:16:00,A
A_0061,Phone Verification,2024-01-08 00:21:00,A
A_0061,Email Verification,2024-01-08 00:30:00,A
A_0061,ID Upload,2024-01-08 00:32:00,A
A_0061,ID Verification,2024-01-08 10:32:00,A
A_0061,Security Setup,2024-01-08 10:58:00,A
A_0061,Tutorial Start,2024-01-08 11:08:00,A
A_0061,Tutorial Complete,2024-01-08 11:30:00,A
A_0061,First Transaction,2024-01-08 11:39:00,A
A_0062,App Download,2024-01-22 00:00:00,A
A_0062,Account Registration,2024-01-22 00:24:00,A
A_0062,Phone Verification,2024-01-22 00:33:00,A
A_0062,Email Verification,2024-01-22 00:41:00,A
A_0062,ID Upload,2024-01-22 00:49:00,A
A_0062,Dropoff,2024-01-22 05:52:00,A
A_0063,App Download,2024-01-14 00:00:00,A
A_0063,Account Registration,2024-01-14 00:08:00,A
A_0063,Phone Verification,2024-01-14 00:17:00,A
A_0063,Email Verification,2024-01-14 00:24:00,A
A_0063,ID Upload,2024-01-14 00:28:00,A
A_0063,ID Verification,2024-01-14 06:28:00,A
A_0063,Security Setup,2024-01-14 06:45:00,A
A_0063,Tutorial Start,2024-01-14 07:01:00,A
A_0063,Tutorial Complete,2024-01-14 07:34:00,A
A_0063,First Transaction,2024-01-14 07:41:00,A
A_0064,App Download,2024-01-29 00:00:00,A
A_0064,Account Registration,2024-01-29 00:14:00,A
A_0064,Phone Verification,2024-01-29 00:27:00,A
A_0064,Email Verification,2024-01-29 00:35:00,A
A_0064,ID Upload,2024-01-29 00:42:00,A
A_0064,ID Verification,2024-01-29 03:42:00,A
A_0064,Security Setup,2024-01-29 04:04:00,A
A_0064,Tutorial Start,2024-01-29 04:16:00,A
A_0064,Dropoff,2024-01-29 04:56:00,A
A_0065,App Download,2024-01-09 00:00:00,A
A_0065,Account Registration,2024-01-09 00:14:00,A
A_0065,Phone Verification,2024-01-09 00:18:00,A
A_0065,Email Verification,2024-01-09 00:20:00,A
A_0065,ID Upload,2024-01-09 00:24:00,A
A_0065,ID Verification,2024-01-09 08:24:00,A
A_0065,Security Setup,2024-01-09 08:35:00,A
A_0065,Tutorial Start,2024-01-09 08:50:00,A
A_0065,Tutorial Complete,2024-01-09 09:18:00,A
A_0065,First Transaction,2024-01-09 09:23:00,A
A_0066,App Download,2024-01-07 00:00:00,A
A_0066,Account Registration,2024-01-07 00:15:00,A
A_0066,Phone Verification,2024-01-07 00:24:00,A
A_0066,Email Verification,2024-01-07 00:28:00,A
A_0066,ID Upload,2024-01-07 00:33:00,A
A_0066,Dropoff,2024-01-07 07:38:00,A
A_0067,App Download,2024-01-13 00:00:00,A
A_0067,Account Registration,2024-01-13 00:26:00,A
A_0067,Phone Verification,2024-01-13 00:33:00,A
